response_code,status_line,request_headers,response_headers,url,panel_id,household_id,panelist_id,time
204,"HTTP/1.1 204 No Content",Array,Array,http://su.addthis.com/red/usync?pid=23&puidKey=google_gid&ssrc=1&google_gid=CAESEBWiEBqhgfmgXfqTY4l7HO4&google_cver=1,UtestRouterPanel,1000,1000100,1387331472418
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like_box.php?app_id=246315782160017&channel=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df5c3f2b827db6a%26domain%3Dwww.imagecomics.com%26origin%3Dhttp%253A%252F%252Fwww.imagecomics.com%252Ff157db9fb59942a%26relation%3Dparent.parent&header=false&href=https%3A%2F%2Fwww.facebook.com%2Fpages%2FImage-Comics-Inc%2F178643148813259%3Ffref%3Dts&locale=en_US&sdk=joey&show_border=false&show_faces=true&stream=false&width=275,UtestRouterPanel,1000,1000100,1387331493548
200,"HTTP/1.1 200 OK",Array,Array,http://w.sharethis.com/button/css/buttons.20a85a6a67053717023e8d12a9dba430.css,UtestRouterPanel,1000,1000100,1387331493666
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-ash2/1085865_100003254832374_1940941022_q.jpg,UtestRouterPanel,1000,1000100,1387331493789
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-ash3/157853_100003918120136_1393825463_q.jpg,UtestRouterPanel,1000,1000100,1387331493787
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-prn2/1076361_500454772_1342992873_q.jpg,UtestRouterPanel,1000,1000100,1387331493787
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-ash2/1086606_100000083405236_1274903056_q.jpg,UtestRouterPanel,1000,1000100,1387331493788
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-ash1/371316_1755767137_354876109_q.jpg,UtestRouterPanel,1000,1000100,1387331493788
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-prn2/1118207_100000467621065_1490321521_q.jpg,UtestRouterPanel,1000,1000100,1387331493799
200,"HTTP/1.1 200 OK",Array,Array,http://p.typekit.net/p.gif?s=1&k=tlv7agy&ht=tk&h=www.imagecomics.com&f=2029.2033.2028.2032.2036.176.140.139.175&a=734460&_=1387331516175,UtestRouterPanel,1000,1000100,1387331516245
200,"HTTP/1.1 200 OK",Array,Array,http://lc1.dsr.livefyre.com/livecountping/55196910/230448357627?__=o3ybweanpim3&routed=1&jid&siteId=319022&networkId=marvel.fyre.co,UtestRouterPanel,1000,1000100,1387331516318
200,"HTTP/1.1 200 OK",Array,Array,http://wd-edge.sharethis.com/button/getAppDefault.esi?cb=stLight.cnsDefault&app=cns&publisher=dad4dcd9-3a5d-4468-9444-a0e024ce9f0f&domain=imagecomics.com,UtestRouterPanel,1000,1000100,1387331516405
200,"HTTP/1.1 200 OK",Array,Array,http://www.google-analytics.com/collect?v=1&_v=j15&a=2044657398&t=pageview&_s=1&dl=http%3A%2F%2Fwww.imagecomics.com%2F&ul=en-us&de=UTF-8&dt=Image%20Comics&sd=24-bit&sr=1440x900&vp=994x781&je=1&_u=MAC~&cid=1009310438.1387331494&tid=UA-42025096-1&z=513935650,UtestRouterPanel,1000,1000100,1387331516413
200,"HTTP/1.1 200 OK",Array,Array,http://wd-edge.sharethis.com/button/checkOAuth.esi,UtestRouterPanel,1000,1000100,1387331516472
204,"HTTP/1.1 204 No Content",Array,Array,http://l.sharethis.com/pview?event=pview&fpc=e4f75e9-14303669ed0-283de3ca-3&sessionID=1387331516418.18865&hostname=www.imagecomics.com&location=%2F&publisher=dad4dcd9-3a5d-4468-9444-a0e024ce9f0f&shareHash=sthash.NFyZyJtZ&incomingHash=&refDomain=&refQuery=&url=http%3A%2F%2Fwww.imagecomics.com%2F&sharURL=&source=share5x&title=Image%20Comics&ts1387331516419.0=,UtestRouterPanel,1000,1000100,1387331516472
200,"HTTP/1.1 200 OK",Array,Array,http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.imagecomics.com%2F&jsref=&rnd=1387331516420,UtestRouterPanel,1000,1000100,1387331516472
200,"HTTP/1.1 200 OK",Array,Array,http://wd-edge.sharethis.com/button/getAppDefault.esi?cb=stLight.snapSetsDefault&app=snapsets&publisher=dad4dcd9-3a5d-4468-9444-a0e024ce9f0f&domain=imagecomics.com,UtestRouterPanel,1000,1000100,1387331516495
204,"HTTP/1.1 204 No Content",Array,Array,http://b.scorecardresearch.com/b?c1=7&c2=8097938&rn=1505834135&c7=http%3A%2F%2Fseg.sharethis.com%2FgetSegment.php%3Fpurl%3Dhttp%253A%252F%252Fwww.imagecomics.com%252F%26jsref%3D%26rnd%3D1387331516420&c3=8097938&c8=ShareThis%20Segmenter&c9=http%3A%2F%2Fwww.imagecomics.com%2F&cv=2.2&cs=js,UtestRouterPanel,1000,1000100,1387331516519
200,"HTTP/1.1 200 OK",Array,Array,http://www.facebook.com/plugins/like_box.php?app_id=246315782160017&channel=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D28%23cb%3Df361cad3357e704%26domain%3Dwww.imagecomics.com%26origin%3Dhttp%253A%252F%252Fwww.imagecomics.com%252Ffcf8ee9859024%26relation%3Dparent.parent&header=false&href=https%3A%2F%2Fwww.facebook.com%2Fpages%2FImage-Comics-Inc%2F178643148813259%3Ffref%3Dts&locale=en_US&sdk=joey&show_border=false&show_faces=true&stream=false&width=275,UtestRouterPanel,1000,1000100,1387331516427
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-prn2/1076696_100007332572587_1129476031_q.jpg,UtestRouterPanel,1000,1000100,1387331516583
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-prn1/49580_100003328920343_1043133879_q.jpg,UtestRouterPanel,1000,1000100,1387331516584
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-prn2/t5/273798_100006384722860_1722824462_q.jpg,UtestRouterPanel,1000,1000100,1387331516584
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-ash3/371931_100000689712243_501486948_q.jpg,UtestRouterPanel,1000,1000100,1387331516584
200,"HTTP/1.1 200 OK",Array,Array,http://profile.ak.fbcdn.net/hprofile-ak-prn2/1076712_100007012895875_1050137052_q.jpg,UtestRouterPanel,1000,1000100,1387331516583
200,"HTTP/1.1 200 OK",Array,Array,http://www.dccomics.com/,UtestRouterPanel,1000,1000100,1387331393612
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/cdn/css/http/css_K_eoGbX1UBD_4F2WZZlIcI-_mFXlRY-Ne21GKK475qQ.css,UtestRouterPanel,1000,1000100,1387331393851
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/cdn/css/http/css_yQcl98WJ6vRxlybaLjJel1YHOIU1CRyFncsR-J6zmyg.css,UtestRouterPanel,1000,1000100,1387331393851
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/js/js_iEooST2d8VBAb_UU6psdlT6FT0t_b1q54EthugiacBs.js,UtestRouterPanel,1000,1000100,1387331393852
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/js/js_XLc5uhqdBRBLKPQNj816QZW656YaHLLnPS_Etc2_BR8.js,UtestRouterPanel,1000,1000100,1387331393852
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/js/js_ljNCOSvJ3GeaPbeSvNhe8gMntgKlmh8htsqCGUlUI3k.js,UtestRouterPanel,1000,1000100,1387331393953
304,"HTTP/1.1 304 Not Modified",Array,Array,http://t.p.mybuys.com/css/mbstyles.css,UtestRouterPanel,1000,1000100,1387331393974
304,"HTTP/1.1 304 Not Modified",Array,Array,http://t.p.mybuys.com/js/mybuys3.js,UtestRouterPanel,1000,1000100,1387331393974
304,"HTTP/1.1 304 Not Modified",Array,Array,http://t.p.mybuys.com/clients/SHOPDCCOMICS/js/setup.js,UtestRouterPanel,1000,1000100,1387331393974
200,"HTTP/1.1 200 OK",Array,Array,http://w.sharethis.com/button/buttons.js,UtestRouterPanel,1000,1000100,1387331393985
200,"HTTP/1.1 200 OK",Array,Array,http://www.dccomics.com/sites/all/modules/contrib/popup/popup.js?mxz7kx,UtestRouterPanel,1000,1000100,1387331393924
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/carouselthumb37x37/public/field/image/Roundup_12-17_52b0a394e82a74.75474391.jpg?itok=JL-iQqNw,UtestRouterPanel,1000,1000100,1387331394469
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/googleanalytics/ga.js?mxz7kx,UtestRouterPanel,1000,1000100,1387331394469
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/trismall604x286/public/dc-hero_20131217_IC_Robin_VO_52afadaaac6650.56483324.jpg?itok=tdQrxtpY,UtestRouterPanel,1000,1000100,1387331394469
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/tribig1260x595/public/dc-hero_20131217_DCAA_ep10_52afad6f6e1f45.11461979.jpg?itok=uawKYANT,UtestRouterPanel,1000,1000100,1387331394469
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/carouselthumb37x37/public/field/image/DCAAep10_blog_52b08fe2bd6d35.28836296.jpg?itok=P51AhaiS,UtestRouterPanel,1000,1000100,1387331394469
304,"HTTP/1.1 304 Not Modified",Array,Array,http://www.googletagservices.com/tag/js/gpt.js,UtestRouterPanel,1000,1000100,1387331394498
200,"HTTP/1.1 200 OK",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/logo.png,UtestRouterPanel,1000,1000100,1387331394456
204,"HTTP/1.1 204 No Content",Array,Array,http://b.scorecardresearch.com/b?c1=2&c2=3000013&ns__t=1387331394430&ns_c=UTF-8&c8=DC%20Comics%20%7C%20Welcome%20to%20DC%20Comics&c7=http%3A%2F%2Fwww.dccomics.com%2F&c9=,UtestRouterPanel,1000,1000100,1387331394532
200,"HTTP/1.1 200 OK",Array,Array,http://www.google-analytics.com/__utm.gif?utmwv=5.4.6&utms=1&utmn=1198271744&utmhn=www.dccomics.com&utmcs=UTF-8&utmsr=1440x900&utmvp=994x781&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=-&utmdt=DC%20Comics%20%7C%20Welcome%20to%20DC%20Comics&utmhid=711952546&utmr=-&utmp=%2F&utmht=1387331394475&utmac=UA-29736025-2&utmcc=__utma%3D18448812.1372825731.1386977330.1386977330.1387331394.2%3B%2B__utmz%3D18448812.1386977330.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmu=q~,UtestRouterPanel,1000,1000100,1387331394564
304,"HTTP/1.1 304 Not Modified",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/fonts/proximanova-reg-webfont.woff,UtestRouterPanel,1000,1000100,1387331394529
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/carouselthumb37x37/public/video/dcallaccess_thumb_ep10_52b08e3218bd24.96679040.jpg?itok=sQs8Eq1r,UtestRouterPanel,1000,1000100,1387331395670
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/carouselthumb37x37/public/field/image/LilGothamGoodbye_blog_52af84964a2ac8.61744513.JPG?itok=H4ILPFXA,UtestRouterPanel,1000,1000100,1387331395671
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/carouselthumb37x37/public/video/dcallaccess_thumb_promo10_52af4301482ba2.82559098.jpg?itok=MPiZGb1R,UtestRouterPanel,1000,1000100,1387331395672
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/carouselthumb37x37/public/video/20131112_iXc_RobinVO_thumb_52af9e78a04c24.64613312.jpg?itok=yF1eGuPp,UtestRouterPanel,1000,1000100,1387331395672
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/carouselthumb37x37/public/field/image/JLB2_09_300-011_HD_52af45fcf2b9d8.76961791.jpg?itok=whZ3a6Jf,UtestRouterPanel,1000,1000100,1387331395672
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/character_thumb_160x160/public/CharThumb_215x215_superman_52ab9ab32a25e2.57621569.jpg?itok=Y-ED_ba9,UtestRouterPanel,1000,1000100,1387331395675
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/character_thumb_160x160/public/CharThumb_215x215_batman_52ab7a8c79da39.68474144.jpg?itok=iHwyI5Vh,UtestRouterPanel,1000,1000100,1387331395685
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/character_thumb_160x160/public/CharThumb_215x215_wonderwoman_52ab9eca102af8.44572969.jpg?itok=nyor_9I8,UtestRouterPanel,1000,1000100,1387331395685
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/character_thumb_160x160/public/CharThumb_215x215_greenlantern_52ab8925eb4700.01944682.jpg?itok=Z2jtIWLs,UtestRouterPanel,1000,1000100,1387331395686
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/character_thumb_160x160/public/CharThumb_215x215_aquaman_52ab62f3b52dd7.18364704.jpg?itok=CriJOjho,UtestRouterPanel,1000,1000100,1387331395686
200,"HTTP/1.1 200 OK",Array,Array,http://media.dcentertainment.com/sites/default/files/styles/character_thumb_160x160/public/CharThumb_215x215_flash_52ab9cddbe41e4.12336956.jpg?itok=MC7QDpJO,UtestRouterPanel,1000,1000100,1387331395686
304,"HTTP/1.1 304 Not Modified",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/js/s_code_dccomics.js,UtestRouterPanel,1000,1000100,1387331395694
304,"HTTP/1.1 304 Not Modified",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/images/navbg.png,UtestRouterPanel,1000,1000100,1387331395703
304,"HTTP/1.1 304 Not Modified",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/fonts/proximanova-reg-webfont.woff,UtestRouterPanel,1000,1000100,1387331395773
200,"HTTP/1.1 200 OK",Array,Array,http://pubads.g.doubleclick.net/gampad/ads?gdfp_req=1&correlator=3327416809606380&output=json_html&callback=googletag.impl.pubads.setAdContentsBySlotForSync&impl=s&iu=%2F5106720%2FDC_Comics%2FDC_Home&sz=728x90&cookie=ID%3D2728101e0ef80cf9%3AT%3D1386977331%3AS%3DALNI_MZPXpB_El34GWnsaEHB2CF7n19iuA&lmt=1387326656&dt=1387331395647&cc=100&biw=994&bih=781&oid=3&adx=216&ady=11&adk=1357698308&gut=v2&ifi=1&u_tz=-480&u_his=1&u_java=true&u_h=900&u_w=1440&u_ah=878&u_aw=1436&u_cd=24&u_nplug=10&u_nmime=83&u_sd=2&flash=0&url=http%3A%2F%2Fwww.dccomics.com%2F&vrg=32&vrp=32&ga_vid=1372825731.1386977330&ga_sid=1387331394&ga_hid=463761201&ga_fc=true,UtestRouterPanel,1000,1000100,1387331395733
200,"HTTP/1.1 200 OK",Array,Array,http://www.dccomics.com/sites/all/themes/dc_comics_bp/images/header-ad-bg.gif,UtestRouterPanel,1000,1000100,1387331395788
304,"HTTP/1.1 304 Not Modified",Array,Array,http://s0.2mdn.net/879366/flashwrite_1_2.js,UtestRouterPanel,1000,1000100,1387331395934
304,"HTTP/1.1 304 Not Modified",Array,Array,http://pagead2.googlesyndication.com/pagead/osd.js,UtestRouterPanel,1000,1000100,1387331395942
200,"HTTP/1.1 200 OK",Array,Array,http://s0.2mdn.net/4096142/PS4_1stGreatness_Flight_History_728x90_v1.jpg,UtestRouterPanel,1000,1000100,1387331395987
200,"HTTP/1.1 200 OK",Array,Array,http://pubads.g.doubleclick.net/gampad/ads?gdfp_req=1&correlator=3327416809606380&output=json_html&callback=googletag.impl.pubads.setAdContentsBySlotForSync&impl=s&iu=%2F5106720%2FDC_Comics%2FDC_Home&sz=980x30&cookie=ID%3D2728101e0ef80cf9%3AT%3D1386977331%3AS%3DALNI_MZPXpB_El34GWnsaEHB2CF7n19iuA&lmt=1387326656&dt=1387331395919&cc=100&biw=994&bih=781&oid=3&adx=0&ady=162&adk=2381458285&gut=v2&ifi=2&u_tz=-480&u_his=1&u_java=true&u_h=900&u_w=1440&u_ah=878&u_aw=1436&u_cd=24&u_nplug=10&u_nmime=83&u_sd=2&flash=0&url=http%3A%2F%2Fwww.dccomics.com%2F&vrg=32&vrp=32&ga_vid=1372825731.1386977330&ga_sid=1387331394&ga_hid=463761201&ga_fc=true,UtestRouterPanel,1000,1000100,1387331395996
200,"HTTP/1.1 200 OK",Array,Array,http://ocsp.digicert.com/,UtestRouterPanel,1000,1000100,1387331427058
200,"HTTP/1.1 200 OK",Array,Array,http://x.annihil.us/u/prod/marvel/i/mg/6/e0/52a759a83d6d6/detail.jpg,UtestRouterPanel,1000,1000100,1387331464245
301,"HTTP/1.1 301 Moved Permanently",Array,Array,http://www.dccomics.com/collectibles/infinite-crisis-arcane-green-lantern-statue?adid=dcml3_INFINITE-CRISIS---ARCANE-GREEN-LANTERN-STATUE,UtestRouterPanel,1000,1000100,1387331469332
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/product/infinite+crisis+arcane+green+lantern+statue+gldcdstat08.do,UtestRouterPanel,1000,1000100,1387331470542
200,"HTTP/1.1 200 OK",Array,Array,http://cdn.optimizely.com/js/337491684.js,UtestRouterPanel,1000,1000100,1387331470766
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/wro/5d6efce549096b7f714e41a096d8c03e/HEAD.js?minimize=true,UtestRouterPanel,1000,1000100,1387331470759
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/text/stylesheet/dcshop_override.css,UtestRouterPanel,1000,1000100,1387331470759
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/text/dcshop/stylesheets/pr_override_styles.css,UtestRouterPanel,1000,1000100,1387331470759
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/wro/6a07e0d7c7444a54fc8f44cf002e935d/HEAD-dcshop.css?minimize=true,UtestRouterPanel,1000,1000100,1387331470758
200,"HTTP/1.1 200 OK",Array,Array,http://t.p.mybuys.com/clients/SHOPDCENTERTAINMENT/js/setup.js,UtestRouterPanel,1000,1000100,1387331471021
200,"HTTP/1.1 200 OK",Array,Array,http://s7.addthis.com/js/250/addthis_widget.js,UtestRouterPanel,1000,1000100,1387331471021
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/wro/27404a1fe0f5bc8ebb2a5424e249dcff/P2P.js?minimize=true,UtestRouterPanel,1000,1000100,1387331471021
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/wro/4d679391f322a1c3d5825f420a4cfef2/FOOTER.js?minimize=true,UtestRouterPanel,1000,1000100,1387331471021
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/text/pwr/engine/js/full.js,UtestRouterPanel,1000,1000100,1387331471021
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/global/globalgraphics/spacer01.gif,UtestRouterPanel,1000,1000100,1387331471022
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/global/globalnav/logo01.png,UtestRouterPanel,1000,1000100,1387331471021
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/global/globalnav/sites_dropdown.png,UtestRouterPanel,1000,1000100,1387331471022
200,"HTTP/1.1 200 OK",Array,Array,http://assets.pinterest.com/js/pinit.js,UtestRouterPanel,1000,1000100,1387331471070
200,"HTTP/1.1 200 OK",Array,Array,http://s7.addthis.com/static/btn/v2/lg-share-en.gif,UtestRouterPanel,1000,1000100,1387331471055
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images//dcshop/en_us/global/globalnav/movies_off.png,UtestRouterPanel,1000,1000100,1387331471069
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/menus/menu_movies_dkuce_290.jpg,UtestRouterPanel,1000,1000100,1387331471070
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images//dcshop/en_us/global/globalnav/collectibles_off.png,UtestRouterPanel,1000,1000100,1387331471070
200,"HTTP/1.1 200 OK",Array,Array,http://337491684.log.optimizely.com/event?a=337491684&d=338205050&y=false&s337284448=ff&s336251505=none&s337447339=false&s338125173=referral&n=http%3A%2F%2Fwww.shopdcentertainment.com%2Fproduct%2Finfinite%2Bcrisis%2Barcane%2Bgreen%2Blantern%2Bstatue%2Bgldcdstat08.do&u=oeu1387331470781r0.5668404196252436&wxhr=true&t=1387331470784&f=,UtestRouterPanel,1000,1000100,1387331471022
200,"HTTP/1.1 200 OK",Array,Array,http://ii.wbshop.com/fcgi-bin/iipsrv.fcgi?FIF=/images/warnerbros//source/warnerbros/gldcdstat08.tif&wid=370&cvt=jpeg,UtestRouterPanel,1000,1000100,1387331471086
200,"HTTP/1.1 200 OK",Array,Array,http://t.channeladvisor.com/v2/53000931.js,UtestRouterPanel,1000,1000100,1387331471082
200,"HTTP/1.1 200 OK",Array,Array,http://ii.wbshop.com/fcgi-bin/iipsrv.fcgi?FIF=/images/warnerbros//source/warnerbros/gldcdstat08.tif&wid=83&cvt=jpeg,UtestRouterPanel,1000,1000100,1387331471098
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images//dcshop/en_us/global/globalnav/clothing_off.png,UtestRouterPanel,1000,1000100,1387331471104
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images//dcshop/en_us/global/globalnav/toys_off.png,UtestRouterPanel,1000,1000100,1387331471104
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images//dcshop/en_us/global/globalnav/novels_off.png,UtestRouterPanel,1000,1000100,1387331471106
200,"HTTP/1.1 200 OK",Array,Array,http://ii.wbshop.com/fcgi-bin/iipsrv.fcgi?FIF=/images/warnerbros//source/warnerbros/gldcdstat08_1.tif&wid=83&cvt=jpeg,UtestRouterPanel,1000,1000100,1387331471107
204,"HTTP/1.1 204 No Content",Array,Array,http://b.scorecardresearch.com/b?c1=2&c2=3000013&ns__t=1387331470992&ns_c=UTF-8&c8=Infinite%20Crisis%3A%20Arcane%20Green%20Lantern%20Statue%20%7C%C2%A0ShopDCEntertainment.com&c7=http%3A%2F%2Fwww.shopdcentertainment.com%2Fproduct%2Finfinite%2Bcrisis%2Barcane%2Bgreen%2Blantern%2Bstatue%2Bgldcdstat08.do&c9=http%3A%2F%2Fwww.dccomics.com%2F,UtestRouterPanel,1000,1000100,1387331471127
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/menus/menu_graphicnovels_135.jpg,UtestRouterPanel,1000,1000100,1387331471143
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images//dcshop/en_us/global/globalnav/accessories_off.png,UtestRouterPanel,1000,1000100,1387331471143
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/menus/menu_onsale_dccdeals.jpg,UtestRouterPanel,1000,1000100,1387331471156
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_header_free2dayship.png,UtestRouterPanel,1000,1000100,1387331471174
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_batman.jpg,UtestRouterPanel,1000,1000100,1387331471174
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_superman.jpg,UtestRouterPanel,1000,1000100,1387331471188
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_wonderwoman.jpg,UtestRouterPanel,1000,1000100,1387331471206
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_greenlantern.jpg,UtestRouterPanel,1000,1000100,1387331471208
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_watchmen.jpg,UtestRouterPanel,1000,1000100,1387331471220
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_vendetta.jpg,UtestRouterPanel,1000,1000100,1387331471221
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_sandman.jpg,UtestRouterPanel,1000,1000100,1387331471235
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_neuman.jpg,UtestRouterPanel,1000,1000100,1387331471236
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/header/dc_dropdown_spyspy.jpg,UtestRouterPanel,1000,1000100,1387331471246
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/local/localgraphics/giftbox.png,UtestRouterPanel,1000,1000100,1387331471246
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/global/globalgraphics/alert.png,UtestRouterPanel,1000,1000100,1387331471262
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images//dcshop/fill_slots/footer/dc_footer_tout.jpg,UtestRouterPanel,1000,1000100,1387331471263
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/local/page_specific/checkout/mastercard.gif,UtestRouterPanel,1000,1000100,1387331471276
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/local/page_specific/checkout/visa.gif,UtestRouterPanel,1000,1000100,1387331471276
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/local/page_specific/checkout/amerexpress.gif,UtestRouterPanel,1000,1000100,1387331471287
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/local/page_specific/checkout/discover.gif,UtestRouterPanel,1000,1000100,1387331471291
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/local/page_specific/checkout/paypal.gif,UtestRouterPanel,1000,1000100,1387331471301
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/favicon.ico,UtestRouterPanel,1000,1000100,1387331471303
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/text/pwr/engine/pr_styles_review.css,UtestRouterPanel,1000,1000100,1387331471316
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/images/dcshop/en_us/global/globalnav/header_bkgd.png,UtestRouterPanel,1000,1000100,1387331471349
200,"HTTP/1.1 200 OK",Array,Array,http://www.shopdcentertainment.com/text/pwr/content/09/79/contents.js,UtestRouterPanel,1000,1000100,1387331471349
